OrderID,Date,CustomerID,Product,Category,Sales,Quantity,Profit,Region
b797b707,2024-01-13,f20e5d,Bicycle,Sports & Fitness,1723.05,2,418.27,Central
0667c6e6,2023-09-03,05df2b,Dumbbells,Sports & Fitness,2440.08,6,707.33,North
fff2a5a6,2023-05-04,55f7f1,Air Conditioner,Home Appliances,2205.36,5,502.36,North
48bf45d6,2024-03-26,9e27c7,Vacuum Cleaner,Home Appliances,3802.09,8,1005.28,East
188cd386,2023-09-01,0a5d7b,Hair Dryer,Beauty & Health,4823.4,3,882.43,Central
7633c7b4,2024-02-17,ce1680,Microwave,Home Appliances,1225.29,7,273.62,East
1429b899,2024-03-21,432314,Headphones,Electronics,3908.23,6,854.68,West
390abc23,2024-07-28,2e5880,Yoga Mat,Sports & Fitness,3476.37,6,402.27,East
4dc3e023,2024-03-12,76e740,Electric Toothbrush,Beauty & Health,2694.86,9,152.12,Central
635af24d,2024-11-23,a4cace,Bed,Furniture,1667.25,5,157.56,South
f1bc712e,2023-06-06,2bb38a,Bicycle,Sports & Fitness,806.33,9,133.82,Central
c0437b10,2023-06-14,c45313,Microwave,Home Appliances,2534.04,9,665.61,West
ea7e8fe2,2024-10-09,b95b1e,Skincare Kit,Beauty & Health,1524.21,4,206.38,East
1db8a410,2024-01-24,56b00e,Sofa,Furniture,683.52,7,94.08,Central
cabb7b3f,2024-03-26,b66d9c,Skincare Kit,Beauty & Health,1611.3,5,241.0,East
2499c2a0,2023-05-06,a2bc26,Washing Machine,Home Appliances,4833.82,1,1416.57,Central
07205e33,2024-04-24,1a814e,Massage Gun,Beauty & Health,307.21,2,75.55,North
909d975c,2023-09-02,5e4df9,Sofa,Furniture,3171.28,8,459.65,South
b3d892d7,2024-06-19,15e193,Bed,Furniture,4778.51,7,690.01,West
8c93389d,2024-10-06,140fc9,Skincare Kit,Beauty & Health,2973.95,5,741.27,North
af66155a,2024-04-12,61e53a,Fitness Tracker,Sports & Fitness,3523.33,1,809.72,East
8cebec1f,2024-10-21,d19637,Bicycle,Sports & Fitness,1003.32,1,203.76,Central
e5cf17e7,2023-08-26,ff6593,Dumbbells,Sports & Fitness,4207.84,2,317.32,East
ebf83410,2024-02-08,964e64,Washing Machine,Home Appliances,2196.14,4,196.32,Central
dfa11984,2024-05-27,6d3fea,Dumbbells,Sports & Fitness,3920.55,7,422.3,North
d6537308,2024-08-02,76801f,Dining Table,Furniture,788.73,2,182.88,North
5db8fa9c,2024-05-07,786bb0,Dumbbells,Sports & Fitness,3365.0,5,645.05,East
7f40bfea,2023-10-30,7565f9,Office Chair,Furniture,2635.77,9,709.88,East
c0a4f3bd,2023-10-11,335509,Microwave,Home Appliances,4115.96,5,871.84,West
5f827e6c,2023-11-20,19194e,Vacuum Cleaner,Home Appliances,4194.68,9,1251.86,South
67444856,2024-07-14,46f6b2,Perfume,Beauty & Health,3343.1,2,828.65,Central
bf4fa6bb,2024-02-17,ea415f,Air Conditioner,Home Appliances,117.38,7,30.02,South
f8b890aa,2024-01-20,7381f1,Microwave,Home Appliances,3646.05,9,812.52,North
af688064,2024-11-27,b889b7,Refrigerator,Home Appliances,1027.3,6,209.08,West
b6740ab8,2024-10-06,cc7045,Laptop,Electronics,3393.67,1,498.48,North
924d20e4,2023-06-07,b28812,Washing Machine,Home Appliances,3002.63,8,517.69,West
b83a069d,2023-03-01,25300d,Treadmill,Sports & Fitness,2070.49,9,257.17,West
fb73dd51,2024-10-06,877dc3,Laptop,Electronics,1635.41,5,131.69,North
451e0fcb,2024-01-18,d9e430,Vacuum Cleaner,Home Appliances,825.64,8,126.56,Central
0ff7089f,2024-11-06,3769d5,Bicycle,Sports & Fitness,1715.94,1,206.61,South
5e7ff04a,2024-06-03,2842d6,Treadmill,Sports & Fitness,2091.19,6,568.39,Central
97ba7eb8,2023-09-24,b9db7e,Massage Gun,Beauty & Health,4755.23,8,561.92,East
efedb3ca,2023-10-28,0609cd,Treadmill,Sports & Fitness,2706.81,6,632.71,West
26ac841f,2024-12-01,214377,Office Chair,Furniture,856.02,9,70.02,Central
0a195396,2024-05-21,6a79e5,Smartwatch,Electronics,3918.77,3,584.92,North
11a723f1,2024-07-18,62050f,Bookshelf,Furniture,3340.23,5,428.64,South
20b65a32,2025-01-19,c6d14a,Refrigerator,Home Appliances,2152.89,3,450.77,South
e7857252,2023-07-17,0c07aa,Sofa,Furniture,4654.87,5,429.81,South
830f31c2,2023-11-04,6695c3,Bed,Furniture,2576.7,3,152.27,South
729d4c8e,2024-08-09,563775,Bicycle,Sports & Fitness,1864.75,5,194.73,North
2aab971d,2024-02-05,9cea9b,Bicycle,Sports & Fitness,1217.28,1,269.84,South
5dcb12a8,2024-11-02,92c72f,Electric Toothbrush,Beauty & Health,381.37,8,47.31,Central
e44269da,2023-06-13,1640de,Office Chair,Furniture,1587.06,5,469.44,West
a27e7ad0,2024-12-23,1492e9,Treadmill,Sports & Fitness,2413.86,5,377.02,South
f2696fed,2024-02-18,3c1aef,Perfume,Beauty & Health,4775.71,3,784.13,North
4645f9c1,2023-10-08,ccd14a,Massage Gun,Beauty & Health,1983.43,1,441.95,North
4b667e6d,2023-08-01,6e6f38,Perfume,Beauty & Health,2495.1,6,168.78,South
ab5d0263,2024-12-30,c1abc4,Electric Toothbrush,Beauty & Health,3114.1,1,399.89,South
5199a996,2023-07-15,f26740,Headphones,Electronics,1744.84,9,406.09,South
10567fa0,2024-01-15,9f5310,Laptop,Electronics,452.25,7,99.91,East
7b8ec4ef,2023-12-17,aa3994,Dumbbells,Sports & Fitness,3463.25,8,891.52,West
d0ea8822,2024-11-12,effbdf,Air Conditioner,Home Appliances,3410.11,8,462.86,East
d08b7bf9,2024-08-17,b76264,Massage Gun,Beauty & Health,1187.2,4,298.88,West
96504608,2023-12-31,c23756,Smartphone,Electronics,1921.86,7,315.96,North
ff2d5d41,2025-01-18,d134a9,Microwave,Home Appliances,511.53,9,111.88,North
52e2c3b3,2024-05-20,405437,Bicycle,Sports & Fitness,2685.62,8,422.18,West
915bf327,2023-05-05,74188a,Yoga Mat,Sports & Fitness,3505.56,5,677.5,North
922adc6e,2023-08-15,397fc3,Washing Machine,Home Appliances,3518.53,4,661.11,North
9eed3dae,2023-09-24,b76c6e,Bed,Furniture,3702.84,7,352.58,South
ec3864bb,2024-06-25,158cb4,Skincare Kit,Beauty & Health,3978.43,7,965.99,East
ccae89b3,2023-08-14,9f16b9,Vacuum Cleaner,Home Appliances,1782.82,7,381.31,West
ce9872a3,2024-04-30,1a9b9d,Massage Gun,Beauty & Health,842.8,6,157.21,West
876ebd0f,2023-06-25,557f2f,Bed,Furniture,501.99,8,69.52,Central
aff6b002,2024-01-03,2a0633,Fitness Tracker,Sports & Fitness,2522.53,9,674.63,West
f6a5abb0,2024-10-02,ff1648,Skincare Kit,Beauty & Health,4132.88,7,457.06,Central
182aca8a,2023-10-05,ee9997,Yoga Mat,Sports & Fitness,2499.02,8,653.72,West
44871498,2024-03-22,669205,Dining Table,Furniture,4317.08,9,444.79,East
920a281b,2024-02-21,65a3db,Bookshelf,Furniture,4093.19,8,1172.03,South
0f5adbc1,2024-07-23,0f0133,Bookshelf,Furniture,4721.76,9,822.42,North
26a93ab2,2023-09-21,61b979,Smartwatch,Electronics,3826.19,2,891.67,Central
3f94e2d3,2024-05-17,101d89,Headphones,Electronics,2412.9,9,164.99,South
6c316d66,2023-03-20,3eeb4d,Bicycle,Sports & Fitness,3783.68,1,990.11,East
12ed15fa,2024-02-09,131f70,Bookshelf,Furniture,2233.16,4,488.72,East
2eaccef8,2024-02-21,94ff2f,Headphones,Electronics,1834.09,2,427.46,North
d7d2a2c3,2024-05-25,b6273c,Headphones,Electronics,4670.23,8,530.88,Central
0b4ae711,2024-12-03,6435c4,Bicycle,Sports & Fitness,1945.96,9,305.14,North
d0cc27c7,2023-11-14,fd777b,Yoga Mat,Sports & Fitness,3832.17,2,829.81,Central
5077aba8,2024-07-30,1e1ec1,Refrigerator,Home Appliances,329.94,5,95.05,East
0ce51f6a,2023-12-01,b9979f,Bicycle,Sports & Fitness,4583.57,8,1013.04,North
024f9e80,2023-07-03,0f34e8,Bed,Furniture,1282.73,9,150.47,South
a835ebb5,2024-02-14,0e3c10,Dining Table,Furniture,1287.8,1,254.04,West
758babd4,2024-07-31,75cfb9,Massage Gun,Beauty & Health,1909.55,5,279.8,East
c9f489d2,2023-11-16,478e47,Treadmill,Sports & Fitness,2972.16,5,445.93,East
ff30be31,2023-10-04,c4f58d,Microwave,Home Appliances,3571.06,8,347.19,East
197336d0,2024-11-27,7e88ed,Bookshelf,Furniture,3416.61,3,794.64,South
6a7712fd,2023-12-29,416ce1,Tablet,Electronics,1208.59,3,338.14,Central
b7531b88,2024-10-07,f90b83,Bed,Furniture,2195.22,7,532.8,South
7d3f3b3c,2023-10-16,f603c7,Fitness Tracker,Sports & Fitness,4275.51,2,365.12,West
6083dcd6,2024-01-13,63559a,Smartwatch,Electronics,3414.85,9,631.94,West
56b5849a,2024-02-29,e9b1d3,Tablet,Electronics,1151.46,6,121.57,North
d3287d46,2023-05-27,d40f5d,Headphones,Electronics,711.93,9,152.98,North
b62ee007,2024-03-24,9ce342,Smartphone,Electronics,4201.87,3,879.6,North
45e257a2,2024-02-11,a685c7,Dumbbells,Sports & Fitness,3102.17,3,781.63,North
4a71989f,2023-10-11,e2fdfe,Dumbbells,Sports & Fitness,1778.76,6,513.26,South
3fda3cd7,2024-07-11,48e97e,Microwave,Home Appliances,2703.2,5,802.95,West
8ed1ae74,2024-08-22,89a394,Bed,Furniture,4393.21,7,661.51,South
300fd182,2024-09-21,1d5d9a,Perfume,Beauty & Health,874.9,9,121.57,West
727eda8e,2024-02-01,db8884,Refrigerator,Home Appliances,3914.31,5,1072.25,East
54452117,2023-10-29,b2e10a,Headphones,Electronics,2463.65,3,324.69,North
1f6538b5,2024-04-08,1b4420,Treadmill,Sports & Fitness,1131.03,8,190.71,West
5b5fdf36,2025-01-28,1f4a63,Tablet,Electronics,3597.1,3,353.11,South
55c27041,2024-02-05,d974fd,Dumbbells,Sports & Fitness,142.04,5,33.41,North
0a426bd8,2024-12-01,cd46d9,Bookshelf,Furniture,2868.63,7,371.78,East
4775f712,2023-12-28,ded769,Air Conditioner,Home Appliances,4914.31,6,634.84,East
34b23262,2024-06-01,90c427,Washing Machine,Home Appliances,2163.74,2,456.58,Central
4f065845,2024-12-18,ace47a,Sofa,Furniture,2573.64,4,217.88,North
da709b17,2023-04-04,e516a4,Air Conditioner,Home Appliances,4375.99,9,1299.54,West
a478b066,2023-03-09,2023e2,Bed,Furniture,2821.03,5,335.65,West
1e4b91cb,2023-11-28,11ed0c,Perfume,Beauty & Health,708.57,5,183.12,North
f2cd468a,2024-12-28,3ca175,Refrigerator,Home Appliances,632.96,9,130.66,North
522971ce,2024-03-11,e818c8,Treadmill,Sports & Fitness,161.96,8,33.25,West
14869129,2024-05-23,d0606c,Fitness Tracker,Sports & Fitness,4085.24,2,1062.54,West
3ab0a0cc,2025-01-24,7abec8,Smartphone,Electronics,3332.37,6,993.37,Central
f3ca2199,2024-02-26,3fe7eb,Smartphone,Electronics,124.85,6,19.99,East
3f099d58,2023-09-17,e176a7,Vacuum Cleaner,Home Appliances,2051.07,5,476.14,Central
22eb4ce4,2024-06-27,6ff409,Treadmill,Sports & Fitness,2638.86,5,269.2,South
c6a69ed2,2023-11-20,f5e13c,Skincare Kit,Beauty & Health,4048.85,5,519.07,South
457a4a72,2024-03-24,83ef3d,Microwave,Home Appliances,1915.66,7,558.6,East
80885f29,2024-06-24,2a257d,Dining Table,Furniture,1721.87,1,191.29,North
b938a7f7,2023-08-05,e6e419,Bed,Furniture,906.47,7,180.75,Central
c6dd7a71,2024-01-06,2f839b,Sofa,Furniture,2106.8,1,539.74,Central
d72037ad,2024-04-09,6b567b,Bed,Furniture,3968.24,4,764.78,Central
6ffb7e5e,2023-06-15,15502f,Headphones,Electronics,130.99,1,9.31,West
31d1a028,2023-10-05,1327ac,Air Conditioner,Home Appliances,1522.72,2,248.68,Central
52daeb60,2024-08-21,3322b9,Tablet,Electronics,1611.76,4,169.58,South
517a039f,2023-08-29,b569a4,Skincare Kit,Beauty & Health,609.54,7,33.12,Central
36648a4a,2025-01-30,b0259d,Bicycle,Sports & Fitness,469.06,2,88.85,South
90d4f93b,2024-06-30,31588b,Bed,Furniture,626.92,4,98.07,North
51d1fe48,2024-11-04,bc7bea,Smartphone,Electronics,1721.74,9,281.51,Central
3ba0a8c3,2025-02-08,acc9e3,Massage Gun,Beauty & Health,2488.37,9,544.87,West
dcfb3365,2025-01-15,403745,Vacuum Cleaner,Home Appliances,1882.89,8,447.93,Central
1bade678,2024-06-10,1b645d,Bookshelf,Furniture,1487.21,3,275.6,South
483d1e66,2024-04-15,738dc2,Vacuum Cleaner,Home Appliances,2432.09,6,282.41,West
1007262a,2023-06-30,4cf676,Refrigerator,Home Appliances,743.55,5,121.51,East
9ab03f71,2024-08-29,2ca429,Yoga Mat,Sports & Fitness,1126.14,3,221.16,Central
a76f0823,2024-08-03,a274bd,Hair Dryer,Beauty & Health,3514.01,2,779.15,West
5ae0f2a1,2023-06-10,ebb7c8,Sofa,Furniture,2709.19,9,694.44,South
8d5810b1,2024-05-12,3089af,Vacuum Cleaner,Home Appliances,2362.96,6,647.39,East
95fffd91,2023-09-26,d4d72a,Hair Dryer,Beauty & Health,3148.19,9,618.5,North
0c27a8d1,2023-08-04,2bea25,Bed,Furniture,1394.72,4,211.21,East
a247204d,2023-04-03,c5e104,Massage Gun,Beauty & Health,4942.1,5,763.88,Central
401a05a0,2023-03-06,e124c5,Bicycle,Sports & Fitness,2142.77,7,464.08,East
8808d5d7,2023-02-22,d69467,Perfume,Beauty & Health,3000.06,4,450.07,East
66cc515e,2024-07-06,d8dd33,Tablet,Electronics,3951.84,4,896.4,East
8bef12d1,2024-06-17,7e72e5,Electric Toothbrush,Beauty & Health,2414.81,1,238.26,Central
534642c2,2024-04-28,c974d3,Sofa,Furniture,3946.82,8,776.37,Central
2ef2f7ae,2024-07-21,471ffc,Dumbbells,Sports & Fitness,4487.17,9,1124.51,South
de74d74e,2024-10-04,a014a7,Electric Toothbrush,Beauty & Health,3184.3,6,633.49,East
a6ea2a17,2023-08-22,68bd44,Bookshelf,Furniture,991.14,1,168.94,South
76b496cb,2024-08-24,e49c55,Electric Toothbrush,Beauty & Health,3630.22,3,774.92,South
89cc112b,2023-07-03,b3cb5a,Electric Toothbrush,Beauty & Health,4712.88,7,1057.1,West
d7c54655,2023-05-06,2a498e,Laptop,Electronics,4878.39,1,400.88,West
ff76d457,2024-04-09,fa587a,Hair Dryer,Beauty & Health,1713.25,6,391.26,West
841faa79,2023-07-07,471263,Refrigerator,Home Appliances,1524.21,3,178.64,Central
7b845cfa,2023-09-28,f9db0a,Sofa,Furniture,2131.89,3,362.17,North
82e9725e,2023-08-13,19b3af,Electric Toothbrush,Beauty & Health,4070.68,5,640.63,West
d950c1fc,2024-12-22,77ebdf,Laptop,Electronics,148.29,7,11.19,Central
ed215323,2024-06-08,9e9970,Dumbbells,Sports & Fitness,3804.57,7,1089.8,East
b240f282,2023-10-31,592ad8,Air Conditioner,Home Appliances,3199.22,1,206.99,South
b8261b9f,2024-11-21,7161fd,Refrigerator,Home Appliances,2659.55,4,477.36,West
5faaddf9,2024-07-04,7e353a,Skincare Kit,Beauty & Health,2774.86,2,481.32,West
7b8563d2,2023-09-08,7396c0,Air Conditioner,Home Appliances,2995.15,6,566.86,East
ffeb707b,2023-10-08,36b06a,Massage Gun,Beauty & Health,598.73,8,155.4,West
9a22769e,2024-03-09,7a0050,Hair Dryer,Beauty & Health,3645.09,8,695.57,West
6008c325,2025-01-27,f7ec41,Headphones,Electronics,235.18,2,64.96,West
65048e06,2024-08-30,e42c05,Fitness Tracker,Sports & Fitness,2961.88,9,417.79,Central
39cf66bb,2025-01-28,e3bf86,Skincare Kit,Beauty & Health,1767.91,2,271.98,West
03d6d970,2024-05-21,9c6674,Dumbbells,Sports & Fitness,3437.5,1,531.15,South
79defd3a,2023-07-26,60bee6,Tablet,Electronics,568.39,1,80.41,East
2490ebce,2023-04-08,89cf6c,Massage Gun,Beauty & Health,4516.47,7,1247.39,North
ccbd2c40,2023-08-29,e6e330,Yoga Mat,Sports & Fitness,3860.62,1,288.25,South
3abe59ab,2025-01-31,93d820,Dining Table,Furniture,2827.47,7,521.9,Central
7976e2a3,2024-07-22,602566,Dumbbells,Sports & Fitness,874.73,7,204.26,East
576100af,2023-09-26,1fe336,Perfume,Beauty & Health,4909.24,3,708.31,South
3eb1b62c,2024-09-22,7c30fe,Sofa,Furniture,2327.34,4,377.17,East
4c03efce,2023-07-08,097948,Bed,Furniture,4473.67,6,850.49,North
772a4d0d,2023-06-08,d81714,Microwave,Home Appliances,2863.31,8,650.17,Central
d094ac74,2023-12-02,4b5ec2,Skincare Kit,Beauty & Health,3172.0,2,649.9,South
02d95a32,2024-01-17,c7d2bd,Yoga Mat,Sports & Fitness,151.79,9,13.74,North
ce2331f4,2023-06-17,7230eb,Bed,Furniture,1420.66,7,296.48,Central
5c66f91d,2025-02-19,f05547,Electric Toothbrush,Beauty & Health,2644.41,2,729.73,South
41c4ece2,2024-01-10,3b63a9,Laptop,Electronics,2127.22,7,510.04,Central
580cd3a7,2024-08-21,06a154,Bookshelf,Furniture,3218.21,1,873.83,North
8e0cbd77,2025-01-26,b60530,Microwave,Home Appliances,4996.44,5,759.19,East
b8d79147,2024-05-18,c3584d,Headphones,Electronics,1795.85,2,98.07,North
e4513f04,2024-02-15,10e6fa,Bookshelf,Furniture,4760.58,5,508.74,South
da40d678,2023-06-25,b2fded,Bicycle,Sports & Fitness,3371.14,3,216.79,East
5746941e,2024-08-12,47eab7,Yoga Mat,Sports & Fitness,1018.58,1,137.23,North
4a3b49a5,2023-04-04,32c2db,Tablet,Electronics,3169.07,3,253.81,East
38aad8d3,2024-02-13,b9cba3,Office Chair,Furniture,2901.92,3,696.95,East
ef4e25e0,2023-12-20,9516b4,Tablet,Electronics,503.15,2,68.22,Central
75d15739,2023-08-16,e57337,Vacuum Cleaner,Home Appliances,520.56,9,141.21,East
422e9b1b,2024-06-19,dfe5fb,Fitness Tracker,Sports & Fitness,1708.82,8,126.33,Central
0887a69a,2023-06-21,0c4bb3,Electric Toothbrush,Beauty & Health,4324.34,9,282.21,North
b3ea0023,2023-05-13,0af2e6,Washing Machine,Home Appliances,535.7,4,92.43,South
8718d5c5,2023-09-11,fda220,Bookshelf,Furniture,4732.21,4,760.19,South
daa55bf3,2023-03-03,af93a2,Bicycle,Sports & Fitness,3360.45,7,766.94,North
b8ed04c9,2023-10-04,9bcba6,Microwave,Home Appliances,848.56,3,81.02,East
c0ca42d0,2023-07-18,6c9b7b,Skincare Kit,Beauty & Health,4708.77,8,831.31,Central
f4226acb,2023-06-07,50e407,Skincare Kit,Beauty & Health,1477.53,1,277.89,East
1fb8da0b,2023-04-30,febe7d,Microwave,Home Appliances,2715.6,2,369.9,North
674f7004,2024-07-09,126061,Skincare Kit,Beauty & Health,4442.18,5,913.98,West
079e2786,2024-08-13,80b8b4,Bicycle,Sports & Fitness,1079.78,1,98.4,West
716276e9,2023-09-09,c35b8f,Bookshelf,Furniture,1446.32,3,203.22,Central
35f3bb7f,2024-06-29,04294b,Dining Table,Furniture,2157.7,6,244.26,West
6ecf2eaf,2023-10-12,520971,Refrigerator,Home Appliances,2329.79,4,609.03,North
2d903386,2023-09-23,745224,Laptop,Electronics,1004.02,3,259.92,East
e8dbe52c,2023-09-03,b2f6c1,Hair Dryer,Beauty & Health,1299.73,5,185.53,Central
3610c2ef,2024-04-03,5cd11f,Bed,Furniture,886.92,3,157.84,Central
61f070f0,2024-11-02,cc6eb8,Tablet,Electronics,2772.21,5,438.06,North
01de3682,2023-06-14,9b392d,Treadmill,Sports & Fitness,2931.36,1,858.77,East
1c0d5ad9,2024-03-09,a1ba88,Microwave,Home Appliances,2497.68,1,205.75,North
58c4c388,2023-10-24,ea4d01,Refrigerator,Home Appliances,1150.91,3,101.53,West
a85f1158,2024-11-03,ae01fe,Sofa,Furniture,4978.08,3,520.01,Central
8a984b2f,2025-01-19,a6addb,Treadmill,Sports & Fitness,106.33,5,16.23,South
cc03caf0,2024-10-07,5aec90,Washing Machine,Home Appliances,4692.38,6,1268.97,Central
d8953b4a,2024-09-29,11021b,Air Conditioner,Home Appliances,951.21,8,139.36,West
aa422434,2024-02-16,f572d9,Skincare Kit,Beauty & Health,1937.47,2,561.75,South
46343ef0,2023-09-02,02b7db,Hair Dryer,Beauty & Health,4896.93,2,768.31,South
a97e18f8,2023-08-20,bd8ca6,Refrigerator,Home Appliances,1283.33,8,148.81,East
48240f63,2024-10-11,497c24,Massage Gun,Beauty & Health,1743.67,6,269.39,Central
2a759232,2023-03-08,3a345a,Yoga Mat,Sports & Fitness,237.29,2,24.07,North
b09286fa,2025-01-29,4329d7,Smartphone,Electronics,3624.19,5,666.63,East
0f3d361c,2024-02-05,147805,Vacuum Cleaner,Home Appliances,1912.3,9,538.46,West
93825786,2024-09-25,250333,Bicycle,Sports & Fitness,3036.69,7,271.51,West
974c8866,2023-07-08,b9df50,Laptop,Electronics,2169.29,8,362.45,East
de78861d,2024-12-18,f3d373,Dining Table,Furniture,2905.43,7,515.07,South
9073c539,2024-04-01,873cc7,Dining Table,Furniture,2360.36,4,264.69,East
fea6d6fe,2025-01-29,72fdcf,Perfume,Beauty & Health,4128.2,9,616.67,Central
f158055d,2024-05-02,f54dfc,Massage Gun,Beauty & Health,4695.11,7,908.22,South
fb054f42,2023-10-14,ba99f8,Perfume,Beauty & Health,1492.73,1,110.63,South
b82cde00,2024-05-30,15534b,Fitness Tracker,Sports & Fitness,2091.04,2,557.9,South
bcbc6e7c,2024-12-16,66cc2b,Fitness Tracker,Sports & Fitness,4951.6,4,382.06,Central
3b79482e,2023-04-13,754a73,Microwave,Home Appliances,233.86,5,61.24,North
bae3994b,2024-10-14,4d1a76,Fitness Tracker,Sports & Fitness,623.21,5,103.22,East
b49c0b99,2023-04-05,7695ff,Perfume,Beauty & Health,1547.57,7,226.97,West
58a14a0f,2024-03-13,cea2de,Laptop,Electronics,1043.75,5,175.6,Central
38a5445f,2024-08-19,1c8e1a,Headphones,Electronics,1804.04,5,529.06,Central
b566d3c5,2024-06-19,84eee8,Massage Gun,Beauty & Health,1415.86,8,395.76,West
91bde5ea,2023-03-07,db7b89,Office Chair,Furniture,4615.65,6,404.8,West
1c67c8b6,2023-12-04,031cd1,Smartphone,Electronics,2244.59,9,482.16,North
1b9faf41,2023-08-18,180fae,Washing Machine,Home Appliances,2255.65,6,190.22,Central
bf6335a4,2023-09-11,5b5b81,Smartphone,Electronics,61.82,9,17.46,West
d0b5201e,2025-02-05,c620bd,Dining Table,Furniture,4484.6,5,444.85,North
f246e723,2023-10-10,985a55,Laptop,Electronics,3891.27,3,1009.63,South
b36faecb,2023-12-12,afc720,Skincare Kit,Beauty & Health,2237.23,3,649.62,South
c9a233b7,2025-01-17,fe55f0,Office Chair,Furniture,412.65,3,119.45,South
4b471c59,2024-05-12,1764c6,Washing Machine,Home Appliances,4304.8,8,376.13,South
1957b27d,2025-01-15,d11705,Perfume,Beauty & Health,4640.99,7,871.77,South
dfcec7a0,2023-02-26,48ecaf,Vacuum Cleaner,Home Appliances,3003.67,4,665.47,West
d9d91dca,2024-07-06,1a03a0,Treadmill,Sports & Fitness,4419.46,3,1193.73,West
746e1120,2024-12-04,3e8bd1,Tablet,Electronics,1458.43,8,362.25,East
590fbe06,2023-08-24,cf6809,Dining Table,Furniture,3985.22,9,677.3,Central
7e771298,2024-05-23,710b5a,Sofa,Furniture,778.51,8,139.74,Central
5c0991b5,2024-09-30,446cec,Treadmill,Sports & Fitness,3736.82,8,599.49,North
d04b1931,2024-10-09,c518ed,Fitness Tracker,Sports & Fitness,4398.18,7,1102.38,West
47155b02,2025-02-18,223e8d,Dining Table,Furniture,2226.34,5,340.56,South
48aafe8c,2024-10-05,9a52e4,Hair Dryer,Beauty & Health,2607.03,4,548.47,South
a04d16d0,2024-05-25,467b69,Dumbbells,Sports & Fitness,1314.14,5,318.78,South
8713948f,2023-05-11,c7d9f7,Smartwatch,Electronics,1827.11,1,364.06,East
d308c002,2024-06-23,300783,Treadmill,Sports & Fitness,979.34,5,158.37,West
85f469fc,2024-10-03,c407ef,Dining Table,Furniture,2179.63,3,603.15,North
be8f3486,2023-05-31,e2cc24,Washing Machine,Home Appliances,1262.86,1,135.49,West
47048b46,2025-01-10,823068,Electric Toothbrush,Beauty & Health,2951.29,1,840.14,Central
4244e1b6,2024-12-02,9fb058,Microwave,Home Appliances,554.98,6,66.04,East
48a25cdc,2024-02-28,56278b,Headphones,Electronics,4561.43,4,583.18,South
